County,Site,LabSampleNum,WRIANumber,CollectDate,Parameter,Toxin Concentration (µg/L),MDL (µg/L),ExceedInd,ScumInd
Douglas,Rufus Woods Lake,L67509-1,50,04/05/2017,Microcystin,<MDL,0.200,No,No
Douglas,Rufus Woods Lake,L67509-2,50,04/05/2017,Microcystin,<MDL,0.200,No,No
Douglas,Rufus Woods Lake,L66042-2,50,08/25/2016,Anatoxin-a,3.070,0.010,Yes,Yes
Douglas,Rufus Woods Lake,L66042-2,50,08/25/2016,Microcystin,<MDL,0.200,No,Yes
Douglas,Rufus Woods Lake,L65959-2,50,08/10/2016,Anatoxin-a,0.405,0.010,No,Yes
Douglas,Rufus Woods Lake,L65959-4,50,08/10/2016,Anatoxin-a,198.000,0.010,Yes,Yes
Douglas,Rufus Woods Lake,L65959-3,50,08/10/2016,Anatoxin-a,0.026,0.010,No,Yes
Douglas,Rufus Woods Lake,L65959-3,50,08/10/2016,Microcystin,<MDL,0.200,No,Yes
Douglas,Rufus Woods Lake,L65959-4,50,08/10/2016,Microcystin,<MDL,0.200,No,Yes
Douglas,Rufus Woods Lake,L65959-2,50,08/10/2016,Microcystin,<MDL,0.200,No,Yes
Douglas,Rufus Woods Lake,L65891-2,50,08/03/2016,Anatoxin-a,0.565,0.010,No,Yes
Douglas,Rufus Woods Lake,L65891-4,50,08/03/2016,Anatoxin-a,334.000,0.010,Yes,Yes
Douglas,Rufus Woods Lake,L65891-3,50,08/03/2016,Anatoxin-a,<MDL,0.010,No,Yes
Douglas,Rufus Woods Lake,L65891-3,50,08/03/2016,Microcystin,<MDL,0.200,No,Yes
Douglas,Rufus Woods Lake,L65891-4,50,08/03/2016,Microcystin,<MDL,0.200,No,Yes
Douglas,Rufus Woods Lake,L65891-2,50,08/03/2016,Microcystin,<MDL,0.200,No,Yes
Douglas,Rufus Woods Lake,L65773-1,50,07/13/2016,Anatoxin-a,1300.000,0.010,Yes,Yes
Douglas,Rufus Woods Lake,L65773-2,50,07/13/2016,Anatoxin-a,0.024,0.010,No,Yes
Douglas,Rufus Woods Lake,L65773-2,50,07/13/2016,Microcystin,<MDL,0.200,No,Yes
Douglas,Rufus Woods Lake,L65773-1,50,07/13/2016,Microcystin,<MDL,0.200,No,Yes
Douglas,Rufus Woods Lake,L65682-1,50,06/29/2016,Anatoxin-a,2.120,0.010,Yes,Yes
Douglas,Rufus Woods Lake,L65682-2,50,06/29/2016,Anatoxin-a,1.840,0.010,Yes,Yes
Douglas,Rufus Woods Lake,L65682-2,50,06/29/2016,Microcystin,<MDL,0.200,No,Yes
Douglas,Rufus Woods Lake,L65682-1,50,06/29/2016,Microcystin,<MDL,0.200,No,Yes
Douglas,Rufus Woods Lake,L65584-1,50,06/08/2016,Anatoxin-a,3.150,0.010,Yes,No
Douglas,Rufus Woods Lake,L65584-1,50,06/08/2016,Microcystin,<MDL,0.200,No,No
Douglas,Rufus Woods Lake,L65058-1,50,03/16/2016,Anatoxin-a,0.065,0.010,No,Yes
Douglas,Rufus Woods Lake,L65058-1,50,03/16/2016,Microcystin,<MDL,0.160,No,Yes
Douglas,Rufus Woods Lake,L63747-1,50,09/09/2015,Anatoxin-a,3.490,0.010,Yes,Yes
Douglas,Rufus Woods Lake,L63747-1,50,09/09/2015,Microcystin,<MDL,0.160,No,Yes
Douglas,Rufus Woods Lake,L63515-1,50,08/12/2015,Anatoxin-a,3.930,0.010,Yes,No
Douglas,Rufus Woods Lake,L63515-1,50,08/12/2015,Microcystin,<MDL,0.160,No,No
Douglas,Rufus Woods Lake,L63200-1,50,07/08/2015,Anatoxin-a,8.890,0.010,Yes,Yes
Douglas,Rufus Woods Lake,L63200-2,50,07/08/2015,Anatoxin-a,<MDL,0.010,No,Yes
Douglas,Rufus Woods Lake,L63200-3,50,07/08/2015,Anatoxin-a,7.430,0.010,Yes,Yes
Douglas,Rufus Woods Lake,L63200-3,50,07/08/2015,Microcystin,<MDL,0.160,No,Yes
Douglas,Rufus Woods Lake,L63200-2,50,07/08/2015,Microcystin,<MDL,0.160,No,Yes
Douglas,Rufus Woods Lake,L63200-1,50,07/08/2015,Microcystin,<MDL,0.160,No,Yes
Douglas,Rufus Woods Lake,L62906-1,50,06/01/2015,Anatoxin-a,1.220,0.010,Yes,Yes
Douglas,Rufus Woods Lake,L62906-2,50,06/01/2015,Anatoxin-a,0.761,0.010,No,Yes
Douglas,Rufus Woods Lake,L62906-2,50,06/01/2015,Microcystin,<MDL,0.160,No,Yes
Douglas,Rufus Woods Lake,L62906-1,50,06/01/2015,Microcystin,<MDL,0.160,No,Yes
Douglas,Rufus Woods Lake,L61414-1,50,10/07/2014,Anatoxin-a,0.044,0.010,No,Yes
Douglas,Rufus Woods Lake,L61414-1,50,10/07/2014,Microcystin,<MDL,0.160,No,Yes
Douglas,Rufus Woods Lake,L60946-1,50,08/13/2014,Anatoxin-a,0.030,0.010,No,No
Douglas,Rufus Woods Lake,L60946-3,50,08/13/2014,Anatoxin-a,0.112,0.010,No,No
Douglas,Rufus Woods Lake,L60946-2,50,08/13/2014,Anatoxin-a,0.268,0.010,No,No
Douglas,Rufus Woods Lake,L60946-2,50,08/13/2014,Microcystin,<MDL,0.160,No,No
Douglas,Rufus Woods Lake,L60946-3,50,08/13/2014,Microcystin,<MDL,0.160,No,No
Douglas,Rufus Woods Lake,L60946-1,50,08/13/2014,Microcystin,<MDL,0.160,No,No
Douglas,Rufus Woods Lake,L60738-1,50,07/16/2014,Anatoxin-a,11.700,0.100,Yes,Yes
Douglas,Rufus Woods Lake,L60738-3,50,07/16/2014,Anatoxin-a,7.960,0.100,Yes,Yes
Douglas,Rufus Woods Lake,L60738-2,50,07/16/2014,Anatoxin-a,2.260,0.010,Yes,Yes
Douglas,Rufus Woods Lake,L60738-2,50,07/16/2014,Microcystin,<MDL,0.160,No,Yes
Douglas,Rufus Woods Lake,L60738-3,50,07/16/2014,Microcystin,<MDL,0.160,No,Yes
Douglas,Rufus Woods Lake,L60738-1,50,07/16/2014,Microcystin,<MDL,0.160,No,Yes
Douglas,Rufus Woods Lake,L60443-1,50,06/03/2014,Anatoxin-a,0.517,0.010,No,No
Douglas,Rufus Woods Lake,L60443-2,50,06/03/2014,Anatoxin-a,0.116,0.010,No,No
Douglas,Rufus Woods Lake,L60443-3,50,06/03/2014,Anatoxin-a,1.180,0.010,Yes,No
Douglas,Rufus Woods Lake,L60443-3,50,06/03/2014,Microcystin,<MDL,0.160,No,No
Douglas,Rufus Woods Lake,L60443-2,50,06/03/2014,Microcystin,<MDL,0.160,No,No
Douglas,Rufus Woods Lake,L60443-1,50,06/03/2014,Microcystin,<MDL,0.160,No,No
Douglas,Rufus Woods Lake,L60333-1,50,05/14/2014,Anatoxin-a,0.862,0.010,No,Yes
Douglas,Rufus Woods Lake,L60333-2,50,05/14/2014,Anatoxin-a,0.298,0.010,No,Yes
Douglas,Rufus Woods Lake,L60333-3,50,05/14/2014,Anatoxin-a,1.700,0.010,Yes,Yes
Douglas,Rufus Woods Lake,L60333-3,50,05/14/2014,Microcystin,<MDL,0.160,No,Yes
Douglas,Rufus Woods Lake,L60333-2,50,05/14/2014,Microcystin,<MDL,0.160,No,Yes
Douglas,Rufus Woods Lake,L60333-1,50,05/14/2014,Microcystin,<MDL,0.160,No,Yes
Douglas,Rufus Woods Lake,L60035-1,50,04/02/2014,Anatoxin-a,0.012,0.010,No,No
Douglas,Rufus Woods Lake,L60035-1,50,04/02/2014,Microcystin,<MDL,0.160,No,No
Douglas,Rufus Woods Lake,L58738-1,50,09/11/2013,Anatoxin-a,60.900,0.010,Yes,Yes
Douglas,Rufus Woods Lake,L58738-3,50,09/11/2013,Anatoxin-a,0.013,0.010,No,Yes
Douglas,Rufus Woods Lake,L58738-2,50,09/11/2013,Anatoxin-a,6.080,0.010,Yes,Yes
Douglas,Rufus Woods Lake,L58738-2,50,09/11/2013,Microcystin,<MDL,0.160,No,Yes
Douglas,Rufus Woods Lake,L58738-3,50,09/11/2013,Microcystin,<MDL,0.160,No,Yes
Douglas,Rufus Woods Lake,L58738-1,50,09/11/2013,Microcystin,<MDL,0.160,No,Yes
Douglas,Rufus Woods Lake,L58499-1,50,08/07/2013,Anatoxin-a,0.120,0.010,No,Yes
Douglas,Rufus Woods Lake,L58499-2,50,08/07/2013,Anatoxin-a,0.510,0.010,No,Yes
Douglas,Rufus Woods Lake,L58499-3,50,08/07/2013,Anatoxin-a,12.000,0.010,Yes,Yes
Douglas,Rufus Woods Lake,L58499-4,50,08/07/2013,Anatoxin-a,<MDL,0.010,No,Yes
Douglas,Rufus Woods Lake,L58499-4,50,08/07/2013,Microcystin,<MDL,0.160,No,Yes
Douglas,Rufus Woods Lake,L58499-3,50,08/07/2013,Microcystin,<MDL,0.160,No,Yes
Douglas,Rufus Woods Lake,L58499-2,50,08/07/2013,Microcystin,<MDL,0.160,No,Yes
Douglas,Rufus Woods Lake,L58499-1,50,08/07/2013,Microcystin,<MDL,0.160,No,Yes
Douglas,Rufus Woods Lake,L58324-4,50,07/12/2013,Anatoxin-a,7.430,0.010,Yes,Yes
Douglas,Rufus Woods Lake,L58324-3,50,07/12/2013,Anatoxin-a,12.000,0.010,Yes,Yes
Douglas,Rufus Woods Lake,L58324-1,50,07/12/2013,Anatoxin-a,37.500,0.010,Yes,Yes
Douglas,Rufus Woods Lake,L58324-2,50,07/12/2013,Anatoxin-a,<MDL,0.010,No,Yes
Douglas,Rufus Woods Lake,L58324-2,50,07/12/2013,Microcystin,<MDL,0.160,No,Yes
Douglas,Rufus Woods Lake,L58324-1,50,07/12/2013,Microcystin,<MDL,0.160,No,Yes
Douglas,Rufus Woods Lake,L58324-3,50,07/12/2013,Microcystin,0.171,0.160,No,Yes
Douglas,Rufus Woods Lake,L58324-4,50,07/12/2013,Microcystin,<MDL,0.160,No,Yes
Douglas,Rufus Woods Lake,L58128-1,50,06/12/2013,Anatoxin-a,38.800,0.010,Yes,Yes
Douglas,Rufus Woods Lake,L58128-2,50,06/12/2013,Anatoxin-a,0.010,0.010,No,Yes
Douglas,Rufus Woods Lake,L58128-3,50,06/12/2013,Anatoxin-a,61.500,0.010,Yes,Yes
Douglas,Rufus Woods Lake,L58128-4,50,06/12/2013,Anatoxin-a,11.700,0.010,Yes,Yes
Douglas,Rufus Woods Lake,L57931-3,50,05/08/2013,Anatoxin-a,3.030,0.020,Yes,Yes
Douglas,Rufus Woods Lake,L57931-1,50,05/08/2013,Anatoxin-a,1.400,0.020,Yes,Yes
Douglas,Rufus Woods Lake,L57931-2,50,05/08/2013,Anatoxin-a,0.900,0.020,No,Yes
Douglas,Rufus Woods Lake,L57931-2,50,05/08/2013,Microcystin,<MDL,0.050,No,Yes
Douglas,Rufus Woods Lake,L57931-1,50,05/08/2013,Microcystin,<MDL,0.050,No,Yes
Douglas,Rufus Woods Lake,L57931-3,50,05/08/2013,Microcystin,<MDL,0.050,No,Yes
Douglas,Rufus Woods Lake,L56549-1,50,09/19/2012,Anatoxin-a,0.019,0.019,No,Yes
Douglas,Rufus Woods Lake,L56549-2,50,09/19/2012,Anatoxin-a,50.100,0.019,Yes,Yes
Douglas,Rufus Woods Lake,L56549-3,50,09/19/2012,Anatoxin-a,1.340,0.019,Yes,Yes
Douglas,Rufus Woods Lake,L56549-3,50,09/19/2012,Microcystin,0.165,0.050,No,Yes
Douglas,Rufus Woods Lake,L56549-2,50,09/19/2012,Microcystin,<MDL,0.050,No,Yes
Douglas,Rufus Woods Lake,L56549-1,50,09/19/2012,Microcystin,0.061,0.050,No,Yes
Douglas,Rufus Woods Lake,L56449-4,50,08/30/2012,Anatoxin-a,0.358,0.019,No,Yes
Douglas,Rufus Woods Lake,L56449-2,50,08/30/2012,Anatoxin-a,1.650,0.019,Yes,Yes
Douglas,Rufus Woods Lake,L56449-3,50,08/30/2012,Anatoxin-a,0.040,0.019,No,Yes
Douglas,Rufus Woods Lake,L56449-1,50,08/30/2012,Anatoxin-a,2.990,0.019,Yes,Yes
Douglas,Rufus Woods Lake,L56449-1,50,08/30/2012,Microcystin,<MDL,0.050,No,Yes
Douglas,Rufus Woods Lake,L56449-3,50,08/30/2012,Microcystin,<MDL,0.050,No,Yes
Douglas,Rufus Woods Lake,L56449-2,50,08/30/2012,Microcystin,<MDL,0.050,No,Yes
Douglas,Rufus Woods Lake,L56449-4,50,08/30/2012,Microcystin,<MDL,0.050,No,Yes
Douglas,Rufus Woods Lake,L56287-6,50,08/08/2012,Anatoxin-a,2.820,0.019,Yes,Yes
Douglas,Rufus Woods Lake,L56287-1,50,08/08/2012,Anatoxin-a,0.129,0.019,No,Yes
Douglas,Rufus Woods Lake,L56287-2,50,08/08/2012,Anatoxin-a,0.622,0.019,No,Yes
Douglas,Rufus Woods Lake,L56287-3,50,08/08/2012,Anatoxin-a,<MDL,0.019,No,Yes
Douglas,Rufus Woods Lake,L56287-4,50,08/08/2012,Anatoxin-a,22.800,0.019,Yes,Yes
Douglas,Rufus Woods Lake,L56287-5,50,08/08/2012,Anatoxin-a,0.025,0.019,No,Yes
Douglas,Rufus Woods Lake,L56287-5,50,08/08/2012,Microcystin,<MDL,0.050,No,Yes
Douglas,Rufus Woods Lake,L56287-4,50,08/08/2012,Microcystin,0.051,0.050,No,Yes
Douglas,Rufus Woods Lake,L56287-3,50,08/08/2012,Microcystin,<MDL,0.050,No,Yes
Douglas,Rufus Woods Lake,L56287-2,50,08/08/2012,Microcystin,<MDL,0.050,No,Yes
Douglas,Rufus Woods Lake,L56287-1,50,08/08/2012,Microcystin,<MDL,0.050,No,Yes
Douglas,Rufus Woods Lake,L56287-6,50,08/08/2012,Microcystin,<MDL,0.050,No,Yes
Douglas,Rufus Woods Lake,L56187-2,50,07/26/2012,Anatoxin-a,0.065,0.019,No,Yes
Douglas,Rufus Woods Lake,L56187-3,50,07/26/2012,Anatoxin-a,<MDL,0.019,No,Yes
Douglas,Rufus Woods Lake,L56187-4,50,07/26/2012,Anatoxin-a,10.000,0.019,Yes,Yes
Douglas,Rufus Woods Lake,L56187-5,50,07/26/2012,Anatoxin-a,63.200,0.019,Yes,Yes
Douglas,Rufus Woods Lake,L56187-1,50,07/26/2012,Anatoxin-a,110.000,0.019,Yes,Yes
Douglas,Rufus Woods Lake,L56187-1,50,07/26/2012,Microcystin,0.246,0.050,No,Yes
Douglas,Rufus Woods Lake,L56187-5,50,07/26/2012,Microcystin,0.072,0.050,No,Yes
Douglas,Rufus Woods Lake,L56187-4,50,07/26/2012,Microcystin,<MDL,0.050,No,Yes
Douglas,Rufus Woods Lake,L56187-3,50,07/26/2012,Microcystin,<MDL,0.050,No,Yes
Douglas,Rufus Woods Lake,L56187-2,50,07/26/2012,Microcystin,<MDL,0.050,No,Yes
Douglas,Rufus Woods Lake,L56077-1,50,07/11/2012,Anatoxin-a,11.200,0.019,Yes,Yes
Douglas,Rufus Woods Lake,L56077-2,50,07/11/2012,Anatoxin-a,30.700,0.019,Yes,Yes
Douglas,Rufus Woods Lake,L56077-3,50,07/11/2012,Anatoxin-a,8.870,0.019,Yes,Yes
Douglas,Rufus Woods Lake,L56077-4,50,07/11/2012,Anatoxin-a,73.000,0.019,Yes,Yes
Douglas,Rufus Woods Lake,L56077-5,50,07/11/2012,Anatoxin-a,<MDL,0.019,No,Yes
Douglas,Rufus Woods Lake,L56077-5,50,07/11/2012,Microcystin,<MDL,0.050,No,Yes
Douglas,Rufus Woods Lake,L56077-4,50,07/11/2012,Microcystin,<MDL,0.050,No,Yes
Douglas,Rufus Woods Lake,L56077-3,50,07/11/2012,Microcystin,<MDL,0.050,No,Yes
Douglas,Rufus Woods Lake,L56077-2,50,07/11/2012,Microcystin,0.148,0.050,No,Yes
Douglas,Rufus Woods Lake,L56077-1,50,07/11/2012,Microcystin,2.130,0.050,No,Yes
Douglas,Rufus Woods Lake,L54184-1,50,09/15/2011,Anatoxin-a,<MDL,0.019,No,No
Douglas,Rufus Woods Lake,L54184-3,50,09/15/2011,Anatoxin-a,<MDL,0.019,No,No
Douglas,Rufus Woods Lake,L54184-2,50,09/15/2011,Anatoxin-a,0.111,0.019,No,No
Douglas,Rufus Woods Lake,L54184-2,50,09/15/2011,Microcystin,<MDL,0.050,No,No
Douglas,Rufus Woods Lake,L54184-3,50,09/15/2011,Microcystin,<MDL,0.050,No,No
Douglas,Rufus Woods Lake,L54184-1,50,09/15/2011,Microcystin,<MDL,0.050,No,No
Douglas,Rufus Woods Lake,L54071-1,50,08/31/2011,Anatoxin-a,0.025,0.019,No,Yes
Douglas,Rufus Woods Lake,L54071-2,50,08/31/2011,Anatoxin-a,<MDL,0.019,No,Yes
Douglas,Rufus Woods Lake,L54071-2,50,08/31/2011,Microcystin,<MDL,0.050,No,Yes
Douglas,Rufus Woods Lake,L54071-1,50,08/31/2011,Microcystin,<MDL,0.050,No,Yes
Douglas,Rufus Woods Lake,L54030-1,50,08/25/2011,Anatoxin-a,1.460,0.019,Yes,No
Douglas,Rufus Woods Lake,L54030-2,50,08/25/2011,Anatoxin-a,<MDL,0.019,No,No
Douglas,Rufus Woods Lake,L53976-1,50,08/17/2011,Anatoxin-a,<MDL,0.019,No,Yes
Douglas,Rufus Woods Lake,L53976-2,50,08/17/2011,Anatoxin-a,<MDL,0.019,No,Yes
Douglas,Rufus Woods Lake,L53976-3,50,08/17/2011,Anatoxin-a,<MDL,0.019,No,Yes
Douglas,Rufus Woods Lake,L53962-6,50,08/15/2011,Anatoxin-a,<MDL,0.019,No,No
Douglas,Rufus Woods Lake,L53962-7,50,08/15/2011,Anatoxin-a,<MDL,0.019,No,No
Douglas,Rufus Woods Lake,L53962-8,50,08/15/2011,Anatoxin-a,<MDL,0.019,No,No
Douglas,Rufus Woods Lake,L53962-1,50,08/15/2011,Anatoxin-a,1.240,0.019,Yes,No
Douglas,Rufus Woods Lake,L53962-2,50,08/15/2011,Anatoxin-a,5.080,0.019,Yes,No
Douglas,Rufus Woods Lake,L53962-3,50,08/15/2011,Anatoxin-a,3.350,0.019,Yes,No
Douglas,Rufus Woods Lake,L53962-4,50,08/15/2011,Anatoxin-a,17.100,0.019,Yes,No
Douglas,Rufus Woods Lake,L53962-5,50,08/15/2011,Anatoxin-a,<MDL,0.019,No,No
Douglas,Rufus Woods Lake,L53962-5,50,08/15/2011,Microcystin,<MDL,0.050,No,No
Douglas,Rufus Woods Lake,L53962-4,50,08/15/2011,Microcystin,0.099,0.050,No,No
Douglas,Rufus Woods Lake,L53962-3,50,08/15/2011,Microcystin,<MDL,0.050,No,No
Douglas,Rufus Woods Lake,L53962-2,50,08/15/2011,Microcystin,<MDL,0.050,No,No
Douglas,Rufus Woods Lake,L53962-1,50,08/15/2011,Microcystin,<MDL,0.050,No,No
Douglas,Rufus Woods Lake,L53962-8,50,08/15/2011,Microcystin,<MDL,0.050,No,No
Douglas,Rufus Woods Lake,L53962-7,50,08/15/2011,Microcystin,<MDL,0.050,No,No
Douglas,Rufus Woods Lake,L53962-6,50,08/15/2011,Microcystin,<MDL,0.050,No,No
Douglas,Rufus Woods Lake,L53919-5,50,08/11/2011,Anatoxin-a,2.310,0.019,Yes,Yes
Douglas,Rufus Woods Lake,L53919-6,50,08/11/2011,Anatoxin-a,5.050,0.019,Yes,Yes
Douglas,Rufus Woods Lake,L53919-1,50,08/11/2011,Anatoxin-a,8.730,0.019,Yes,Yes
Douglas,Rufus Woods Lake,L53919-2,50,08/11/2011,Anatoxin-a,<MDL,0.019,No,Yes
Douglas,Rufus Woods Lake,L53919-3,50,08/11/2011,Anatoxin-a,32.700,0.019,Yes,Yes
Douglas,Rufus Woods Lake,L53919-4,50,08/11/2011,Anatoxin-a,<MDL,0.019,No,Yes
Douglas,Rufus Woods Lake,L53919-4,50,08/11/2011,Microcystin,<MDL,0.050,No,Yes
Douglas,Rufus Woods Lake,L53919-3,50,08/11/2011,Microcystin,<MDL,0.050,No,Yes
Douglas,Rufus Woods Lake,L53919-2,50,08/11/2011,Microcystin,<MDL,0.050,No,Yes
Douglas,Rufus Woods Lake,L53919-1,50,08/11/2011,Microcystin,<MDL,0.050,No,Yes
Douglas,Rufus Woods Lake,L53919-6,50,08/11/2011,Microcystin,<MDL,0.050,No,Yes
Douglas,Rufus Woods Lake,L53919-5,50,08/11/2011,Microcystin,<MDL,0.050,No,Yes
Douglas,Rufus Woods Lake,L53797-1,50,07/26/2011,Anatoxin-a,37.400,0.019,Yes,No
Douglas,Rufus Woods Lake,L53797-2,50,07/26/2011,Anatoxin-a,21.600,0.019,Yes,No
Douglas,Rufus Woods Lake,L53693-2,50,07/13/2011,Anatoxin-a,5.260,0.019,Yes,No
Douglas,Rufus Woods Lake,L53693-1,50,07/13/2011,Anatoxin-a,4.750,0.019,Yes,No
Douglas,Rufus Woods Lake,L53693-1,50,07/13/2011,Microcystin,<MDL,0.050,No,No
Douglas,Rufus Woods Lake,L53693-2,50,07/13/2011,Microcystin,<MDL,0.050,No,No
Ferry,North Twin Lake,L68520-1,58,08/28/2017,Anatoxin-a,0.012,0.010,No,No
Ferry,North Twin Lake,L68520-1,58,08/28/2017,Microcystin,<MDL,0.150,No,No
Ferry,North Twin Lake,L59121-1,58,10/23/2013,Anatoxin-a,<MDL,0.010,No,No
Ferry,North Twin Lake,L59121-1,58,10/23/2013,Microcystin,<MDL,0.160,No,No
Franklin,Scootney Reservoir,L68725-2,36,09/28/2017,Microcystin,7.000,0.150,Yes,No
Franklin,Scootney Reservoir,L68677-1,36,09/20/2017,Microcystin,4.480,0.150,No,No
Franklin,Scootney Reservoir,L68622-3,36,09/13/2017,Microcystin,9.760,0.150,Yes,Yes
Franklin,Scootney Reservoir,L68576-1,36,09/06/2017,Anatoxin-a,<MDL,0.010,No,No
Franklin,Scootney Reservoir,L68576-1,36,09/06/2017,Microcystin,3.920,0.150,No,No
Franklin,Scootney Reservoir,L68535-1,36,08/28/2017,Anatoxin-a,<MDL,0.010,No,Yes
Franklin,Scootney Reservoir,L68535-1,36,08/28/2017,Microcystin,12.600,0.150,Yes,Yes
Franklin,Scootney Reservoir,L68488-2,36,08/22/2017,Anatoxin-a,<MDL,0.010,No,No
Franklin,Scootney Reservoir,L68488-2,36,08/22/2017,Microcystin,5.470,0.150,No,No
Franklin,Scootney Reservoir,L68429-2,36,08/14/2017,Anatoxin-a,0.084,0.010,No,Yes
Franklin,Scootney Reservoir,L68429-2,36,08/14/2017,Microcystin,10.400,0.150,Yes,Yes
Franklin,Scootney Reservoir,L68382-1,36,08/07/2017,Anatoxin-a,<MDL,0.010,No,No
Franklin,Scootney Reservoir,L68382-1,36,08/07/2017,Microcystin,3.450,0.150,No,No
Franklin,Scootney Reservoir,L68339-2,36,07/31/2017,Anatoxin-a,<MDL,0.010,No,Yes
Franklin,Scootney Reservoir,L68339-2,36,07/31/2017,Microcystin,28.300,0.150,Yes,Yes
Franklin,Scootney Reservoir,L66289-6,36,09/28/2016,Microcystin,1.400,0.160,No,No
Franklin,Scootney Reservoir,L66233-1,36,09/21/2016,Microcystin,0.500,0.160,No,No
Franklin,Scootney Reservoir,L66172-1,36,09/14/2016,Microcystin,90.000,0.160,Yes,No
Franklin,Scootney Reservoir,L66135-1,36,09/07/2016,Microcystin,15.800,0.200,Yes,No
Franklin,Scootney Reservoir,L66084-1,36,08/30/2016,Microcystin,30.800,0.200,Yes,No
Franklin,Scootney Reservoir,L66042-1,36,08/24/2016,Anatoxin-a,<MDL,0.010,No,Yes
Franklin,Scootney Reservoir,L66042-1,36,08/24/2016,Microcystin,0.998,0.200,No,Yes
Franklin,Scootney Reservoir,L66001-1,36,08/17/2016,Anatoxin-a,<MDL,0.010,No,No
Franklin,Scootney Reservoir,L66001-1,36,08/17/2016,Microcystin,183.000,0.200,Yes,No
Franklin,Scootney Reservoir,L63980-2,36,10/14/2015,Anatoxin-a,<MDL,0.010,No,Yes
Franklin,Scootney Reservoir,L63980-2,36,10/14/2015,Microcystin,0.254,0.160,No,Yes
Franklin,Scootney Reservoir,L63180-1,36,07/06/2015,Microcystin,0.940,0.160,No,Yes
Franklin,Scootney Reservoir,L63116-1,36,06/29/2015,Microcystin,1.450,0.160,No,Yes
Franklin,Scootney Reservoir,L63085-1,36,06/22/2015,Anatoxin-a,<MDL,0.010,No,No
Franklin,Scootney Reservoir,L63085-1,36,06/22/2015,Microcystin,13.000,0.160,Yes,No
Franklin,Scootney Reservoir,L62988-1,36,06/08/2015,Anatoxin-a,<MDL,0.010,No,No
Franklin,Scootney Reservoir,L62988-1,36,06/08/2015,Microcystin,150.000,0.160,Yes,No
Grant,Columbia River, Beverly Island,L48928-1,41,08/21/2009,Microcystin,<MDL,0.050,No,No
Grant,Moses Lake, BH Park,L54357-2,41,10/03/2011,Microcystin,0.809,0.050,No,No
Grant,Blue Lake,L68477-2,42,08/21/2017,Anatoxin-a,<MDL,0.010,No,No
Grant,Blue Lake,L68477-2,42,08/21/2017,Microcystin,<MDL,0.150,No,No
Grant,Cascade Park,L54407-2,41,10/10/2011,Microcystin,0.790,0.050,No,No
Grant,County Access,L54407-1,41,10/10/2011,Microcystin,0.554,0.050,No,No
Grant,County Site,L54539-1,41,10/26/2011,Microcystin,3.170,0.050,No,No
Grant,County Site,L54357-1,41,10/03/2011,Microcystin,3.440,0.050,No,No
Grant,Lind Coulee,L68194-1,41,07/10/2017,Anatoxin-a,0.015,0.010,No,Yes
Grant,Lind Coulee,L68194-1,41,07/10/2017,Microcystin,56.100,0.150,Yes,Yes
Grant,Lind Coulee,L54721-1,41,11/28/2011,Microcystin,7.740,0.050,Yes,No
Grant,Lind Coulee,L54575-4,41,10/31/2011,Microcystin,4.000,0.050,No,No
Grant,Lind Coulee,L54539-6,41,10/26/2011,Microcystin,0.756,0.050,No,No
Grant,Lind Coulee,L54464-1,41,10/17/2011,Microcystin,148.000,0.050,Yes,No
Grant,Lind Coulee,L54407-4,41,10/10/2011,Microcystin,6.210,0.050,Yes,No
Grant,Lind Coulee,L54357-4,41,10/03/2011,Microcystin,0.776,0.050,No,No
Grant,Lind Coulee,L54277-2,41,09/27/2011,Microcystin,0.804,0.050,No,No
Grant,Lind Coulee,L54218-2,41,09/21/2011,Microcystin,20.100,0.050,Yes,No
Grant,Lind Coulee,L54047-1,41,08/29/2011,Microcystin,5.130,0.050,No,No
Grant,Lind Coulee,L53998-1,41,08/22/2011,Microcystin,2.020,0.050,No,No
Grant,Lind Coulee,L53972-2,41,08/16/2011,Microcystin,69.900,0.050,Yes,No
Grant,Lind Coulee,L53885-1,41,08/08/2011,Microcystin,331.000,0.050,Yes,No
Grant,Lind Coulee #1,L54932-1,41,01/10/2012,Microcystin,0.377,0.050,No,No
Grant,Lind Coulee #1,L54811-1,41,12/12/2011,Microcystin,0.058,0.050,No,No
Grant,Lind Coulee #1,L54811-2,41,12/12/2011,Microcystin,<MDL,0.050,No,No
Grant,Lind Coulee #1,L54763-1,41,12/06/2011,Microcystin,0.131,0.050,No,No
Grant,Lind Coulee #1,L54763-2,41,12/06/2011,Microcystin,0.066,0.050,No,No
Grant,Lind Coulee #1,L54662-1,41,11/14/2011,Microcystin,<MDL,0.050,No,No
Grant,Lind Coulee #1,L54662-2,41,11/14/2011,Microcystin,<MDL,0.050,No,No
Grant,Lind Coulee #1,L54173-1,41,09/14/2011,Microcystin,21.700,0.050,Yes,No
Grant,Lind Coulee #1,L54173-2,41,09/14/2011,Microcystin,34.900,0.050,Yes,No
Grant,Lind Coulee B,L53998-2,41,08/22/2011,Microcystin,0.418,0.050,No,No
Grant,Potholes, Mardon Park,L53972-3,41,08/16/2011,Microcystin,1.900,0.050,No,No
Grant,Potholes, Mardon Park,L44080-1,41,09/26/2007,Microcystin,0.125,0.050,No,No
Grant,Potholes, Mardon Park,L43795-1,41,09/10/2007,Microcystin,7.330,0.050,Yes,No
